
 

********************* SEARCH ********************* 

speaker search time 0.03869938850402832

 The speakers in the  []  debates are: 
 ['#president']
         196981 function calls (193654 primitive calls) in 0.409 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.006    0.006 format.py:678(read_array)
        3    0.000    0.000    0.000    0.000 format.py:874(_read_bytes)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:2273(_all_dispatcher)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:2277(all)
        1    0.000    0.000    0.011    0.011 fromnumeric.py:3(<module>)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:73(_wrapreduction)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:74(<dictcomp>)
        2    0.000    0.000    0.009    0.004 function_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function_base.py:1878(vectorize)
      273    0.000    0.000    0.000    0.000 function_base.py:434(_add_docstring)
      273    0.001    0.000    0.003    0.000 function_base.py:441(add_newdoc)
        1    0.000    0.000    0.187    0.187 functions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 functions.py:10(readDebatesDictionary)
        2    0.000    0.000    0.000    0.000 functions.py:15(readSpeakersDictionary)
        1    0.000    0.000    0.006    0.006 functions.py:3(retrieveBitmap)
      336    0.002    0.000    0.004    0.000 functools.py:37(update_wrapper)
      336    0.001    0.000    0.001    0.000 functools.py:67(wraps)
      676    0.001    0.000    0.004    0.000 genericpath.py:16(exists)
       30    0.000    0.000    0.000    0.000 getlimits.py:19(_fr0)
       30    0.000    0.000    0.000    0.000 getlimits.py:27(_fr1)
        1    0.000    0.000    0.000    0.000 getlimits.py:293(finfo)
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
        1    0.000    0.000    0.000    0.000 getlimits.py:34(MachArLike)
        6    0.002    0.000    0.003    0.000 getlimits.py:37(__init__)
       36    0.000    0.000    0.000    0.000 getlimits.py:41(<lambda>)
       30    0.000    0.000    0.000    0.000 getlimits.py:42(<lambda>)
       30    0.000    0.000    0.001    0.000 getlimits.py:43(<lambda>)
        1    0.000    0.000    0.000    0.000 getlimits.py:444(iinfo)
        7    0.000    0.000    0.000    0.000 getlimits.py:497(__init__)
        4    0.000    0.000    0.000    0.000 getlimits.py:521(max)
        8    0.000    0.000    0.000    0.000 getlimits.py:92(_register_type)
        1    0.000    0.000    0.003    0.003 getlimits.py:96(_register_known_types)
        1    0.000    0.000    0.001    0.001 helper.py:4(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1627(Hermite)
        1    0.000    0.000    0.000    0.000 hermite.py:60(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1621(HermiteE)
        1    0.000    0.000    0.000    0.000 hermite_e.py:60(<module>)
        1    0.000    0.000    0.001    0.001 histograms.py:3(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
        1    0.000    0.000    0.000    0.000 hmac.py:26(HMAC)
        1    0.000    0.000    0.000    0.000 hmac.py:4(<module>)
        1    0.000    0.000    0.022    0.022 index_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:110(nd_grid)
        2    0.000    0.000    0.000    0.000 index_tricks.py:145(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:210(MGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:252(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:257(OGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:296(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:302(AxisConcatenator)
        3    0.000    0.000    0.000    0.000 index_tricks.py:312(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:422(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:517(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:522(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:547(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:554(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:605(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:684(IndexExpression)
        2    0.000    0.000    0.000    0.000 index_tricks.py:728(__init__)
        1    0.000    0.000    0.000    0.000 info.py:156(<module>)
        1    0.000    0.000    0.000    0.000 info.py:184(<module>)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        2    0.000    0.000    0.000    0.000 inspect.py:1089(getfullargspec)
       12    0.000    0.000    0.000    0.000 inspect.py:158(isfunction)
        2    0.000    0.000    0.000    0.000 inspect.py:171(isgeneratorfunction)
        2    0.000    0.000    0.000    0.000 inspect.py:179(iscoroutinefunction)
        2    0.000    0.000    0.000    0.000 inspect.py:2117(_signature_from_function)
        2    0.000    0.000    0.000    0.000 inspect.py:2198(_signature_from_callable)
        3    0.000    0.000    0.000    0.000 inspect.py:228(istraceback)
        3    0.000    0.000    0.000    0.000 inspect.py:238(isframe)
        6    0.000    0.000    0.000    0.000 inspect.py:2467(__init__)
       12    0.000    0.000    0.000    0.000 inspect.py:2517(name)
       18    0.000    0.000    0.000    0.000 inspect.py:252(iscode)
       10    0.000    0.000    0.000    0.000 inspect.py:2521(default)
        6    0.000    0.000    0.000    0.000 inspect.py:2525(annotation)
        6    0.000    0.000    0.000    0.000 inspect.py:2529(kind)
        2    0.000    0.000    0.000    0.000 inspect.py:2750(__init__)
        8    0.000    0.000    0.000    0.000 inspect.py:2799(<genexpr>)
        2    0.000    0.000    0.000    0.000 inspect.py:2835(parameters)
        2    0.000    0.000    0.000    0.000 inspect.py:2839(return_annotation)
        1    0.000    0.000    0.000    0.000 inspect.py:484(unwrap)
        1    0.000    0.000    0.000    0.000 inspect.py:501(_is_wrapper)
     1552    0.001    0.000    0.001    0.000 inspect.py:63(ismodule)
      783    0.001    0.000    0.002    0.000 inspect.py:642(getfile)
      729    0.004    0.000    0.014    0.000 inspect.py:680(getsourcefile)
     2187    0.001    0.000    0.001    0.000 inspect.py:687(<genexpr>)
     2808    0.001    0.000    0.002    0.000 inspect.py:690(<genexpr>)
      729    0.002    0.000    0.029    0.000 inspect.py:702(getabsfile)
        1    0.004    0.004    0.117    0.117 inspect.py:714(getmodule)
        7    0.000    0.000    0.000    0.000 inspect.py:72(isclass)
        1    0.000    0.000    0.118    0.118 inspect.py:760(findsource)
        2    0.000    0.000    0.000    0.000 inspect.py:80(ismethod)
        1    0.000    0.000    0.000    0.000 inspect.py:882(__init__)
      409    0.000    0.000    0.000    0.000 inspect.py:891(tokeneater)
        1    0.001    0.001    0.017    0.017 inspect.py:935(getblock)
        1    0.000    0.000    0.135    0.135 inspect.py:946(getsourcelines)
        1    0.000    0.000    0.000    0.000 laguerre.py:1578(Laguerre)
        1    0.000    0.000    0.000    0.000 laguerre.py:60(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1613(Legendre)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
        1    0.000    0.000    0.008    0.008 linalg.py:10(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:52(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg.py:82(_determine_error_states)
        1    0.000    0.000    0.000    0.000 linecache.py:37(getlines)
        1    0.000    0.000    0.000    0.000 linecache.py:53(checkcache)
        1    0.000    0.000    0.000    0.000 linecache.py:82(updatecache)
        1    0.000    0.000    0.001    0.001 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:23(_FailedTest)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        1    0.000    0.000    0.000    0.000 loader.py:77(__init__)
        1    0.000    0.000    0.000    0.000 machar.py:18(MachAr)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        2    0.000    0.000    0.000    0.000 magic.py:112(record_magic)
        2    0.000    0.000    0.001    0.000 magic.py:186(magic_deco)
        1    0.000    0.000    0.000    0.000 magic.py:86(magics_class)
        1    0.000    0.000    0.001    0.001 main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 main.py:55(TestProgram)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:24(memmap)
        1    0.000    0.000    0.001    0.001 memory_profiler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memory_profiler.py:1199(LogFile)
        1    0.000    0.000    0.000    0.000 memory_profiler.py:194(MemTimer)
        1    0.000    0.000    0.000    0.000 memory_profiler.py:470(_TimeStamperCM)
        1    0.000    0.000    0.000    0.000 memory_profiler.py:496(TimeStamper)
        1    0.000    0.000    0.000    0.000 memory_profiler.py:596(CodeMap)
        1    0.000    0.000    0.135    0.135 memory_profiler.py:602(add)
        1    0.000    0.000    0.000    0.000 memory_profiler.py:651(LineProfiler)
        1    0.000    0.000    0.135    0.135 memory_profiler.py:665(__call__)
        1    0.000    0.000    0.000    0.000 memory_profiler.py:67(MemitResult)
        1    0.000    0.000    0.135    0.135 memory_profiler.py:680(add_function)
        1    0.000    0.000    0.000    0.000 memory_profiler.py:692(wrap_function)
        1    0.000    0.000    0.050    0.050 memory_profiler.py:696(f)
        1    0.000    0.000    0.000    0.000 memory_profiler.py:715(enable_by_count)
        1    0.000    0.000    0.000    0.000 memory_profiler.py:722(disable_by_count)
        1    0.000    0.000    0.000    0.000 memory_profiler.py:782(enable)
        1    0.000    0.000    0.000    0.000 memory_profiler.py:789(disable)
        1    0.000    0.000    0.001    0.001 memory_profiler.py:830(MemoryProfilerMagics)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:20(_binary_method)
       14    0.000    0.000    0.000    0.000 mixins.py:30(_reflected_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:40(_inplace_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:48(_numeric_methods)
        4    0.000    0.000    0.000    0.000 mixins.py:55(_unary_method)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 multiarray.py:1043(copyto)
        1    0.000    0.000    0.000    0.000 multiarray.py:145(concatenate)
        1    0.000    0.000    0.010    0.010 multiarray.py:7(<module>)
        1    0.000    0.000    0.003    0.003 nanfunctions.py:22(<module>)
        1    0.000    0.000    0.000    0.000 nosetester.py:115(NoseTester)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.000    0.000    0.003    0.003 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:122(NpzFile)
        1    0.000    0.000    0.006    0.006 npyio.py:291(load)
        1    0.000    0.000    0.000    0.000 npyio.py:58(BagObj)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 numbers.py:6(<module>)
        1    0.000    0.000    0.022    0.022 numeric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:166(ones)
        6    0.000    0.000    0.000    0.000 numeric.py:2400(extend_all)
        1    0.000    0.000    0.000    0.000 numeric.py:81(ComplexWarning)
        1    0.000    0.000    0.000    0.000 numerictypes.py:429(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:445(_construct_lookups)
        1    0.000    0.000    0.000    0.000 numerictypes.py:593(_register_types)
        1    0.000    0.000    0.003    0.003 numerictypes.py:81(<module>)
        1    0.000    0.000    0.000    0.000 os.py:1076(__subclasshook__)
        3    0.000    0.000    0.000    0.000 os.py:673(__getitem__)
        2    0.000    0.000    0.000    0.000 os.py:681(__setitem__)
        2    0.000    0.000    0.000    0.000 os.py:687(__delitem__)
        9    0.000    0.000    0.000    0.000 os.py:751(encode)
        1    0.000    0.000    0.006    0.006 overrides.py:1(<module>)
       84    0.000    0.000    0.000    0.000 overrides.py:105(decorator)
      317    0.000    0.000    0.000    0.000 overrides.py:112(array_function_dispatch)
      317    0.002    0.000    0.063    0.000 overrides.py:154(decorator)
       23    0.000    0.000    0.000    0.000 overrides.py:196(array_function_from_dispatcher)
       23    0.000    0.000    0.004    0.000 overrides.py:200(decorator)
      287    0.002    0.000    0.009    0.000 overrides.py:72(verify_matching_signatures)
       84    0.000    0.000    0.000    0.000 overrides.py:94(set_module)
        2    0.000    0.000    0.000    0.000 platform.py:1150(_sys_version)
        2    0.000    0.000    0.000    0.000 platform.py:1254(python_implementation)
        1    0.000    0.000    0.003    0.003 pocketfft.py:29(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1009(poly1d)
        1    0.000    0.000    0.000    0.000 polynomial.py:1442(Polynomial)
        1    0.000    0.000    0.000    0.000 polynomial.py:30(RankWarning)
        1    0.000    0.000    0.002    0.002 polynomial.py:4(<module>)
        1    0.000    0.000    0.002    0.002 polynomial.py:57(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:61(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:65(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:69(PolyDomainError)
        1    0.000    0.000    0.000    0.000 polyutils.py:82(PolyBase)
        1    0.000    0.000    0.000    0.000 posixpath.py:154(dirname)
     5941    0.006    0.000    0.030    0.000 posixpath.py:168(islink)
     1457    0.011    0.000    0.016    0.000 posixpath.py:338(normpath)
     1457    0.002    0.000    0.023    0.000 posixpath.py:376(abspath)
      728    0.001    0.000    0.082    0.000 posixpath.py:391(realpath)
      728    0.012    0.000    0.069    0.000 posixpath.py:400(_joinrealpath)
     8129    0.004    0.000    0.006    0.000 posixpath.py:41(_get_sep)
      729    0.001    0.000    0.001    0.000 posixpath.py:52(normcase)
     2185    0.003    0.000    0.005    0.000 posixpath.py:64(isabs)
     5943    0.014    0.000    0.023    0.000 posixpath.py:75(join)
        1    0.000    0.000    0.000    0.000 py3k.py:110(contextlib_nullcontext)
        1    0.000    0.000    0.001    0.001 py3k.py:4(<module>)
        1    0.000    0.000    0.000    0.000 py3k.py:49(isfileobj)
        1    0.000    0.000    0.000    0.000 random.py:681(getrandbits)
        1    0.000    0.000    0.000    0.000 random.py:691(seed)
        1    0.000    0.000    0.000    0.000 random.py:88(__init__)
      321    0.000    0.000    0.004    0.000 re.py:185(sub)
        4    0.000    0.000    0.000    0.000 re.py:205(split)
      392    0.000    0.000    0.019    0.000 re.py:232(compile)
      717    0.002    0.000    0.020    0.000 re.py:271(_compile)
        1    0.000    0.000    0.000    0.000 records.py:100(format_parser)
        1    0.000    0.000    0.000    0.000 records.py:234(record)
        1    0.000    0.000    0.000    0.000 records.py:319(recarray)
        1    0.000    0.000    0.000    0.000 records.py:35(<module>)
        1    0.000    0.000    0.000    0.000 records.py:81(_OrderedCounter)
        1    0.000    0.000    0.001    0.001 result.py:1(<module>)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
        1    0.000    0.000    0.000    0.000 result.py:24(TestResult)
        1    0.000    0.000    0.000    0.000 runner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runner.py:120(TextTestRunner)
        1    0.000    0.000    0.000    0.000 runner.py:13(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 runner.py:29(TextTestResult)
        1    0.000    0.000    0.002    0.002 scimath.py:17(<module>)
        1    0.000    0.000    0.001    0.001 secrets.py:7(<module>)
        1    0.000    0.000    0.411    0.411 sequentialSearch.py:1(<module>)
        1    0.044    0.044    0.050    0.050 sequentialSearch.py:25(allocate)
        2    0.000    0.000    0.005    0.002 shape_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        5    0.000    0.000    0.000    0.000 six.py:184(find_module)
       78    0.000    0.000    0.000    0.000 sre_compile.py:249(_compile_charset)
       78    0.001    0.000    0.002    0.000 sre_compile.py:276(_optimize_charset)
       14    0.000    0.000    0.000    0.000 sre_compile.py:411(_mk_bitmap)
       14    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
        2    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
       88    0.000    0.000    0.000    0.000 sre_compile.py:423(_simple)
        2    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
       21    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
    12/11    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
        9    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
       13    0.000    0.000    0.000    0.000 sre_compile.py:536(_compile_info)
       26    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
       13    0.000    0.000    0.006    0.000 sre_compile.py:598(_code)
       33    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
   288/13    0.002    0.000    0.005    0.000 sre_compile.py:71(_compile)
       13    0.000    0.000    0.017    0.001 sre_compile.py:759(compile)
      314    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
      539    0.000    0.000    0.000    0.000 sre_parse.py:160(__len__)
     1728    0.001    0.000    0.002    0.000 sre_parse.py:164(__getitem__)
       89    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
      519    0.000    0.000    0.000    0.000 sre_parse.py:172(append)
   320/46    0.001    0.000    0.002    0.000 sre_parse.py:174(getwidth)
       13    0.000    0.000    0.000    0.000 sre_parse.py:224(__init__)
     1174    0.001    0.000    0.001    0.000 sre_parse.py:233(__next)
      610    0.000    0.000    0.001    0.000 sre_parse.py:249(match)
      859    0.001    0.000    0.001    0.000 sre_parse.py:254(get)
        4    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
      282    0.000    0.000    0.000    0.000 sre_parse.py:286(tell)
       13    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
       45    0.000    0.000    0.000    0.000 sre_parse.py:343(_escape)
       68    0.000    0.000    0.000    0.000 sre_parse.py:408(_uniq)
    70/13    0.001    0.000    0.011    0.001 sre_parse.py:417(_parse_sub)
   203/16    0.004    0.000    0.011    0.001 sre_parse.py:475(_parse)
       13    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
       91    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
       32    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
       13    0.000    0.000    0.000    0.000 sre_parse.py:903(fix_flags)
       13    0.000    0.000    0.011    0.001 sre_parse.py:919(parse)
       32    0.000    0.000    0.001    0.000 sre_parse.py:96(closegroup)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:16(DummyArray)
        1    0.000    0.000    0.001    0.001 stride_tricks.py:7(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 suite.py:270(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 suite.py:317(_DebugResult)
        1    0.000    0.000    0.000    0.000 suite.py:92(TestSuite)
      321    0.002    0.000    0.013    0.000 textwrap.py:414(dedent)
      378    0.000    0.000    0.014    0.000 tokenize.py:147(_compile)
        1    0.000    0.000    0.000    0.000 tokenize.py:219(__init__)
       20    0.000    0.000    0.000    0.000 tokenize.py:225(add_whitespace)
        1    0.001    0.001    0.001    0.001 tokenize.py:238(untokenize)
        1    0.000    0.000    0.001    0.001 tokenize.py:312(untokenize)
        1    0.000    0.000    0.000    0.000 tokenize.py:350(detect_encoding)
        1    0.000    0.000    0.000    0.000 tokenize.py:374(read_or_stop)
        1    0.000    0.000    0.000    0.000 tokenize.py:380(find_cookie)
        1    0.000    0.000    0.000    0.000 tokenize.py:443(open)
      432    0.004    0.000    0.019    0.000 tokenize.py:487(_tokenize)
        2    0.000    0.000    0.000    0.000 tokenize.py:672(generate_tokens)
        1    0.000    0.000    0.000    0.000 traitlets.py:722(__new__)
        1    0.000    0.000    0.000    0.000 traitlets.py:737(__init__)
        1    0.000    0.000    0.000    0.000 traitlets.py:742(setup_class)
        1    0.000    0.000    0.000    0.000 traitlets.py:757(setup_class)
        1    0.000    0.000    0.002    0.002 twodim_base.py:3(<module>)
        1    0.000    0.000    0.004    0.004 type_check.py:3(<module>)
      386    0.000    0.000    0.001    0.000 types.py:164(__get__)
        1    0.000    0.000    0.000    0.000 ufunclike.py:18(_deprecate_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:43(_fix_out_named_y)
        1    0.000    0.000    0.001    0.001 ufunclike.py:5(<module>)
        3    0.000    0.000    0.000    0.000 ufunclike.py:60(_fix_and_maybe_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 umath.py:7(<module>)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.001    0.001 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:1021(SafeEval)
        1    0.000    0.000    0.000    0.000 utils.py:1094(safe_eval)
        1    0.000    0.000    0.000    0.000 utils.py:1275(_Dummy)
        2    0.000    0.000    0.000    0.000 utils.py:133(_get_indent)
        2    0.000    0.000    0.000    0.000 utils.py:147(deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:1879(IgnoreException)
        1    0.000    0.000    0.000    0.000 utils.py:1921(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 utils.py:1987(suppress_warnings)
        1    0.000    0.000    0.001    0.001 utils.py:4(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:47(KnownFailureException)
        2    0.000    0.000    0.000    0.000 utils.py:53(_set_function_name)
        1    0.000    0.000    0.000    0.000 utils.py:58(_Deprecate)
        2    0.000    0.000    0.000    0.000 utils.py:70(__init__)
        2    0.000    0.000    0.000    0.000 utils.py:75(__call__)
        1    0.000    0.000    0.000    0.000 version.py:5(<module>)
        6    0.000    0.000    0.001    0.000 warnings.py:130(filterwarnings)
        1    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        7    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        1    0.000    0.000    0.000    0.000 warnings.py:453(__init__)
        1    0.000    0.000    0.000    0.000 warnings.py:474(__enter__)
        1    0.000    0.000    0.000    0.000 warnings.py:493(__exit__)
        1    0.000    0.000    0.000    0.000 weakref.py:356(__init__)
     1025    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0x55a632a8e260}
       17    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
        2    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       11    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
    27/13    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        3    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
      110    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
      990    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       20    0.011    0.001    0.011    0.001 {built-in method _imp.create_dynamic}
    20/15    0.036    0.002    0.042    0.003 {built-in method _imp.exec_dynamic}
       14    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      135    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
      990    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        3    0.000    0.000    0.000    0.000 {built-in method _pickle.load}
       13    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       86    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
       71    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
     5941    0.001    0.000    0.001    0.000 {built-in method _stat.S_ISLNK}
        1    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
      270    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
      905    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        9    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
  168/167    0.005    0.000    0.007    0.000 {built-in method builtins.__build_class__}
   320/14    0.001    0.000    0.199    0.014 {built-in method builtins.__import__}
     1591    0.002    0.000    0.005    0.000 {built-in method builtins.any}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      256    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
      320    0.031    0.000    0.031    0.000 {built-in method builtins.compile}
    435/1    0.002    0.000    0.411    0.411 {built-in method builtins.exec}
     4638    0.002    0.000    0.002    0.000 {built-in method builtins.getattr}
      344    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
     2985    0.003    0.000    0.003    0.000 {built-in method builtins.hasattr}
       16    0.000    0.000    0.000    0.000 {built-in method builtins.id}
    18920    0.005    0.000    0.005    0.000 {built-in method builtins.isinstance}
       67    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
3966/3649    0.001    0.000    0.001    0.000 {built-in method builtins.len}
      154    0.000    0.000    0.000    0.000 {built-in method builtins.max}
      764    0.000    0.000    0.000    0.000 {built-in method builtins.min}
       18    0.000    0.000    0.000    0.000 {built-in method builtins.next}
      495    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       64    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
     1790    0.001    0.000    0.001    0.000 {built-in method builtins.setattr}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
      331    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        5    0.000    0.000    0.000    0.000 {built-in method io.open}
      110    0.021    0.000    0.021    0.000 {built-in method marshal.loads}
        1    0.008    0.008    0.008    0.008 {built-in method mkl._py_mkl_service.get_version}
      106    0.000    0.000    0.000    0.000 {built-in method numpy.array}
      298    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
        3    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_string_function}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.fromfile}
       18    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        9    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
    12851    0.002    0.000    0.002    0.000 {built-in method posix.fspath}
       15    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        2    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
       16    0.001    0.000    0.001    0.000 {built-in method posix.listdir}
     5941    0.023    0.000    0.023    0.000 {built-in method posix.lstat}
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
     1166    0.008    0.000    0.008    0.000 {built-in method posix.stat}
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
       21    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getdlopenflags}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 {built-in method sys.gettrace}
        5    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        2    0.000    0.000    0.000    0.000 {built-in method sys.setdlopenflags}
        2    0.000    0.000    0.000    0.000 {built-in method sys.settrace}
