

         446349 function calls (435979 primitive calls) in 5.421 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-112>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-113>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-114>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-115>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-116>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-117>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-11>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-12>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-13>:1(<module>)
        4    0.000    0.000    0.001    0.000 decorator.py:decorator-gen-13>:1(needs_sqlite)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-14>:1(<module>)
        6    0.000    0.000    0.003    0.000 decorator.py:decorator-gen-14>:1(catch_corrupt_db)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-15>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-16>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-17>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-18>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-19>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1>:1(<module>)
        7    0.000    0.000    0.003    0.000 decorator.py:decorator-gen-1>:1(catch_config_error)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-20>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-21>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-22>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-23>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-24>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-25>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-26>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-27>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-28>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-29>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-2>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-30>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-31>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-32>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-33>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-34>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-35>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-36>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-37>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-38>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-39>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-3>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-40>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-41>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-42>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-43>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-44>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-45>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-46>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-47>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-48>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-49>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-4>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-50>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-51>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-52>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-53>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-54>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-55>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-56>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-57>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-58>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-59>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-5>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-60>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-61>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-62>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-63>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-64>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-65>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-66>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-67>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-68>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-69>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-6>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-70>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-71>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-72>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-73>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-74>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-75>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-76>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-77>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-78>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-79>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-7>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-80>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-81>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-82>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-83>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-84>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-85>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-86>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-87>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-88>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-89>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-8>:1(<module>)
        4    0.000    0.000    0.002    0.000 decorator.py:decorator-gen-8>:1(catch_format_error)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-90>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-91>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-92>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-93>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-94>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-95>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-96>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-97>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-98>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-99>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-9>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorators.py:15(<module>)
       23    0.000    0.000    0.000    0.000 decorators.py:51(undoc)
        1    0.000    0.000    0.000    0.000 decorators.py:7(<module>)
        1    0.000    0.000    0.000    0.000 decorators.py:99(skipif)
        3    0.000    0.000    0.008    0.003 defaults.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defaults.py:154(<listcomp>)
        1    0.000    0.000    0.000    0.000 defaults.py:156(<listcomp>)
        1    0.000    0.000    0.003    0.003 defaults.py:3(<module>)
        1    0.000    0.000    0.059    0.059 defaults.py:6(<module>)
        1    0.000    0.000    0.015    0.015 defchararray.py:17(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1810(chararray)
        1    0.000    0.000    0.018    0.018 defmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:74(matrix)
        1    0.000    0.000    0.006    0.006 dialogs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dialogs.py:23(Dialog)
        1    0.000    0.000    0.000    0.000 dialogs.py:3(<module>)
        1    0.000    0.000    0.000    0.000 diff.py:164(_PositionUpdatingFinished)
        1    0.000    0.000    0.000    0.000 diff.py:181(DiffParser)
        1    0.000    0.000    0.000    0.000 diff.py:429(_NodesTreeNode)
        1    0.000    0.000    0.000    0.000 diff.py:495(_NodesTree)
        1    0.000    0.000    0.008    0.008 diff.py:7(<module>)
        1    0.000    0.000    0.000    0.000 difflib.py:1707(HtmlDiff)
        1    0.000    0.000    0.001    0.001 difflib.py:27(<module>)
        1    0.000    0.000    0.000    0.000 difflib.py:43(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 difflib.py:751(Differ)
        1    0.000    0.000    0.000    0.000 digraphs.py:2(<module>)
        1    0.000    0.000    0.000    0.000 dimension.py:19(Dimension)
        2    0.000    0.000    0.000    0.000 dimension.py:36(__init__)
        1    0.000    0.000    0.000    0.000 dimension.py:4(<module>)
        2    0.000    0.000    0.000    0.000 dimension.py:72(exact)
        1    0.000    0.000    0.000    0.000 dir2.py:3(<module>)
        1    0.000    0.000    0.004    0.004 dis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dis.py:199(Instruction)
        1    0.000    0.000    0.000    0.000 dis.py:461(Bytecode)
        1    0.000    0.000    0.005    0.005 display.py:1(<module>)
        1    0.000    0.000    0.000    0.000 display.py:1067(Image)
        1    0.000    0.000    0.000    0.000 display.py:1301(Video)
        1    0.000    0.000    0.000    0.000 display.py:15(Audio)
        2    0.000    0.000    0.017    0.008 display.py:2(<module>)
        1    0.000    0.000    0.000    0.000 display.py:239(IFrame)
        1    0.000    0.000    0.004    0.004 display.py:26(DisplayMagics)
        1    0.000    0.000    0.000    0.000 display.py:275(YouTubeVideo)
        1    0.000    0.000    0.000    0.000 display.py:315(VimeoVideo)
        1    0.000    0.000    0.000    0.000 display.py:324(ScribdDocument)
        1    0.000    0.000    0.000    0.000 display.py:339(DisplayHandle)
        1    0.000    0.000    0.000    0.000 display.py:340(FileLink)
        1    0.000    0.000    0.014    0.014 display.py:4(<module>)
        1    0.000    0.000    0.000    0.000 display.py:406(FileLinks)
        1    0.000    0.000    0.000    0.000 display.py:570(DisplayObject)
        1    0.000    0.000    0.000    0.000 display.py:602(Code)
        1    0.000    0.000    0.000    0.000 display.py:666(TextDisplayObject)
        1    0.000    0.000    0.000    0.000 display.py:672(Pretty)
        1    0.000    0.000    0.000    0.000 display.py:678(HTML)
        1    0.000    0.000    0.000    0.000 display.py:709(Markdown)
        1    0.000    0.000    0.000    0.000 display.py:715(Math)
        1    0.000    0.000    0.000    0.000 display.py:725(Latex)
        1    0.000    0.000    0.000    0.000 display.py:731(SVG)
        1    0.000    0.000    0.000    0.000 display.py:764(ProgressBar)
        1    0.000    0.000    0.000    0.000 display.py:822(JSON)
        1    0.000    0.000    0.000    0.000 display.py:905(GeoJSON)
        1    0.000    0.000    0.000    0.000 display.py:975(Javascript)
        1    0.000    0.000    0.000    0.000 display_trap.py:32(DisplayTrap)
        1    0.000    0.000    0.000    0.000 display_trap.py:9(<module>)
        1    0.000    0.000    0.000    0.000 displayhook.py:23(DisplayHook)
        1    0.000    0.000    0.000    0.000 displayhook.py:314(CapturingDisplayHook)
        1    0.000    0.000    0.000    0.000 displayhook.py:5(<module>)
        1    0.000    0.000    0.000    0.000 displaypub.py:113(CapturingDisplayPublisher)
        1    0.000    0.000    0.000    0.000 displaypub.py:13(<module>)
        1    0.000    0.000    0.000    0.000 displaypub.py:31(DisplayPublisher)
        1    0.000    0.000    0.002    0.002 docstrings.py:16(<module>)
        1    0.000    0.000    0.004    0.004 document.py:3(<module>)
        1    0.000    0.000    0.000    0.000 document.py:44(_ImmutableLineList)
        1    0.000    0.000    0.000    0.000 document.py:63(_DocumentCache)
        1    0.000    0.000    0.000    0.000 document.py:72(Document)
        1    0.000    0.000    0.000    0.000 domreg.py:3(<module>)
        1    0.000    0.000    0.000    0.000 dummy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dummy.py:13(DummyApplication)
        1    0.000    0.000    0.000    0.000 dummy.py:4(<module>)
        1    0.000    0.000    0.001    0.001 einsumfunc.py:4(<module>)
        1    0.000    0.000    0.000    0.000 emacs.py:2(<module>)
        1    0.000    0.000    0.000    0.000 emacs_state.py:1(<module>)
        1    0.000    0.000    0.000    0.000 emacs_state.py:8(EmacsState)
        1    0.000    0.000    0.000    0.000 embed.py:110(InteractiveShellEmbed)
        1    0.000    0.000    0.000    0.000 embed.py:22(KillEmbedded)
        1    0.000    0.000    0.003    0.003 embed.py:29(EmbeddedMagics)
        1    0.000    0.000    0.669    0.669 embed.py:4(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.001    0.001 encoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.001    0.001 encoders.py:5(<module>)
        2    0.000    0.000    0.000    0.000 encoding.py:21(get_stream_enc)
        2    0.000    0.000    0.000    0.000 encoding.py:38(getdefaultencoding)
        2    0.000    0.000    0.000    0.000 encoding.py:4(<module>)
        1    0.001    0.001    0.001    0.001 entities.py:1(<module>)
       22    0.000    0.000    0.001    0.000 enum.py:125(__prepare__)
       22    0.007    0.000    0.021    0.001 enum.py:135(__new__)
       22    0.000    0.000    0.000    0.000 enum.py:152(<dictcomp>)
       22    0.002    0.000    0.003    0.000 enum.py:177(<setcomp>)
      245    0.000    0.000    0.001    0.000 enum.py:18(_is_descriptor)
       65    0.000    0.000    0.000    0.000 enum.py:198(<genexpr>)
      307    0.001    0.000    0.001    0.000 enum.py:26(_is_dunder)
      585    0.004    0.000    0.019    0.000 enum.py:284(__call__)
       22    0.000    0.000    0.000    0.000 enum.py:335(__getattr__)
      307    0.000    0.000    0.001    0.000 enum.py:34(_is_sunder)
       19    0.000    0.000    0.000    0.000 enum.py:360(__members__)
      387    0.002    0.000    0.002    0.000 enum.py:376(__setattr__)
       14    0.000    0.000    0.013    0.001 enum.py:389(_create_)
        1    0.000    0.000    0.000    0.000 enum.py:42(_make_class_unpicklable)
       58    0.000    0.000    0.001    0.000 enum.py:442(_get_mixins_)
       58    0.000    0.000    0.000    0.000 enum.py:453(_find_data_type)
       22    0.006    0.000    0.006    0.000 enum.py:474(_find_new_)
      571    0.001    0.000    0.002    0.000 enum.py:526(__new__)
        3    0.000    0.000    0.000    0.000 enum.py:566(_generate_next_value_)
      116    0.000    0.000    0.000    0.000 enum.py:623(name)
      722    0.001    0.000    0.001    0.000 enum.py:628(value)
       13    0.000    0.000    0.017    0.001 enum.py:633(_convert)
       22    0.000    0.000    0.000    0.000 enum.py:64(__init__)
       13    0.001    0.000    0.004    0.000 enum.py:654(<listcomp>)
      160    0.000    0.000    0.000    0.000 enum.py:659(<lambda>)
      307    0.002    0.000    0.009    0.000 enum.py:70(__setitem__)
        8    0.000    0.000    0.001    0.000 enum.py:793(_missing_)
        8    0.000    0.000    0.001    0.000 enum.py:800(_create_pseudo_member_)
       12    0.000    0.000    0.001    0.000 enum.py:830(__or__)
      136    0.001    0.000    0.003    0.000 enum.py:836(__and__)
       36    0.000    0.000    0.000    0.000 enum.py:855(_high_bit)
        8    0.000    0.000    0.001    0.000 enum.py:872(_decompose)
        8    0.000    0.000    0.001    0.000 enum.py:890(<listcomp>)
       20    0.000    0.000    0.000    0.000 enum.py:901(<lambda>)
       44    0.000    0.000    0.000    0.000 enum.py:907(_power_of_two)
        1    0.000    0.000    0.000    0.000 enums.py:1(<module>)
        1    0.000    0.000    0.000    0.000 enums.py:4(EditingMode)
        1    0.000    0.000    0.000    0.000 environment.py:131(_SameEnvironmentMixin)
        1    0.000    0.000    0.000    0.000 environment.py:138(SameEnvironment)
        1    0.000    0.000    0.000    0.000 environment.py:142(InterpreterEnvironment)
        1    0.000    0.000    0.000    0.000 environment.py:25(InvalidPythonEnvironment)
        1    0.000    0.000    0.000    0.000 environment.py:32(_BaseEnvironment)
        1    0.000    0.000    0.005    0.005 environment.py:4(<module>)
        1    0.000    0.000    0.000    0.000 environment.py:55(Environment)
        1    0.000    0.000    0.001    0.001 error.py:12(<module>)
        1    0.000    0.000    0.000    0.000 error.py:13(<module>)
        1    0.000    0.000    0.000    0.000 error.py:19(URLError)
        1    0.000    0.000    0.000    0.000 error.py:30(IPythonCoreError)
        1    0.000    0.000    0.000    0.000 error.py:34(TryNext)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 error.py:41(UsageError)
        1    0.000    0.000    0.000    0.000 error.py:48(StdinNotImplementedError)
        1    0.000    0.000    0.000    0.000 error.py:55(InputRejected)
        1    0.000    0.000    0.000    0.000 error.py:73(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 errors.py:1005(_ForStmtRule)
        1    0.000    0.000    0.000    0.000 errors.py:104(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:107(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 errors.py:128(_Context)
        1    0.000    0.000    0.000    0.000 errors.py:16(HeaderParseError)
        1    0.000    0.000    0.004    0.004 errors.py:2(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 errors.py:252(ErrorFinder)
        1    0.000    0.000    0.000    0.000 errors.py:28(CharsetError)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 errors.py:361(IndentationRule)
        1    0.000    0.000    0.000    0.000 errors.py:369(_ExpectIndentedBlock)
        1    0.000    0.000    0.000    0.000 errors.py:382(ErrorFinderConfig)
        1    0.000    0.000    0.000    0.000 errors.py:386(SyntaxRule)
        1    0.000    0.000    0.000    0.000 errors.py:394(_InvalidSyntaxRule)
        1    0.000    0.000    0.000    0.000 errors.py:406(_AwaitOutsideAsync)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:418(_BreakOutsideLoop)
        1    0.000    0.000    0.000    0.000 errors.py:430(_ContinueChecks)
        1    0.000    0.000    0.000    0.000 errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:449(_YieldFromCheck)
        1    0.000    0.000    0.000    0.000 errors.py:461(_NameChecks)
        1    0.000    0.000    0.000    0.000 errors.py:47(CloseBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:476(_StringChecks)
        1    0.000    0.000    0.001    0.001 errors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:50(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:515(_StarCheck)
        1    0.000    0.000    0.000    0.000 errors.py:528(_StarStarCheck)
        1    0.000    0.000    0.000    0.000 errors.py:53(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:541(_ReturnAndYieldChecks)
        1    0.000    0.000    0.000    0.000 errors.py:56(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 errors.py:563(_BytesAndStringMix)
        1    0.000    0.000    0.000    0.000 errors.py:583(_TrailingImportComma)
        1    0.000    0.000    0.000    0.000 errors.py:593(_ImportStarInFunction)
        1    0.000    0.000    0.000    0.000 errors.py:601(_FutureImportRule)
        1    0.000    0.000    0.000    0.000 errors.py:61(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:626(_StarExprRule)
        1    0.000    0.000    0.000    0.000 errors.py:64(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:654(_StarExprParentRule)
        1    0.000    0.000    0.000    0.000 errors.py:67(UndecodableBytesDefect)
        1    0.000    0.000    0.000    0.000 errors.py:686(_AnnotatorRule)
        1    0.000    0.000    0.000    0.000 errors.py:70(InvalidBase64PaddingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:723(_ArgumentRule)
        1    0.000    0.000    0.000    0.000 errors.py:73(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 errors.py:743(_NonlocalModuleLevelRule)
        1    0.000    0.000    0.000    0.000 errors.py:751(_ArglistRule)
        1    0.000    0.000    0.000    0.000 errors.py:76(InvalidBase64LengthDefect)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 errors.py:81(HeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:816(_ParameterRule)
        1    0.000    0.000    0.000    0.000 errors.py:838(_TryStmtRule)
        1    0.000    0.000    0.000    0.000 errors.py:853(_FStringRule)
        1    0.000    0.000    0.000    0.000 errors.py:87(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:885(_CheckAssignmentRule)
        1    0.000    0.000    0.000    0.000 errors.py:90(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 errors.py:93(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 errors.py:956(_CompForRule)
        1    0.000    0.000    0.000    0.000 errors.py:970(_ExprStmtRule)
        1    0.000    0.000    0.000    0.000 errors.py:983(_WithItemRule)
        1    0.000    0.000    0.000    0.000 errors.py:989(_DelStmtRule)
        1    0.000    0.000    0.000    0.000 errors.py:998(_ExprListRule)
        1    0.000    0.000    0.000    0.000 event.py:13(Event)
        1    0.000    0.000    0.000    0.000 event.py:3(<module>)
        1    0.000    0.000    0.003    0.003 events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 events.py:104(TimerHandle)
        1    0.000    0.000    0.002    0.002 events.py:14(<module>)
        1    0.000    0.000    0.000    0.000 events.py:168(AbstractServer)
        1    0.000    0.000    0.000    0.000 events.py:19(EventManager)
        1    0.000    0.000    0.000    0.000 events.py:210(AbstractEventLoop)
        1    0.000    0.000    0.000    0.000 events.py:24(SendfileNotAvailableError)
        1    0.000    0.000    0.000    0.000 events.py:32(Handle)
        1    0.000    0.000    0.000    0.000 events.py:576(AbstractEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 events.py:610(BaseDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 events.py:625(_Local)
        1    0.000    0.000    0.000    0.000 events.py:674(_RunningLoop)
        5    0.000    0.000    0.000    0.000 events.py:96(_define_event)
        2    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(_JediError)
        1    0.000    0.000    0.000    0.000 exceptions.py:29(EOF)
        1    0.000    0.000    0.000    0.000 exceptions.py:34(TIMEOUT)
        1    0.000    0.000    0.000    0.000 exceptions.py:5(InternalError)
        1    0.000    0.000    0.000    0.000 exceptions.py:6(ExceptionPexpect)
        1    0.000    0.000    0.000    0.000 exceptions.py:9(WrongVersion)
        1    0.000    0.000    0.000    0.000 excolors.py:168(Deprec)
        1    0.000    0.000    0.000    0.000 excolors.py:170(__init__)
        1    0.000    0.000    0.002    0.002 excolors.py:18(exception_colors)
        1    0.000    0.000    0.002    0.002 excolors.py:4(<module>)
        1    0.000    0.000    0.000    0.000 execution.py:123(TimeitTemplateFiller)
        1    0.000    0.000    0.000    0.000 execution.py:148(Timer)
        1    0.000    0.000    0.010    0.010 execution.py:176(ExecutionMagics)
        1    0.000    0.000    0.013    0.013 execution.py:2(<module>)
        1    0.000    0.000    0.000    0.000 execution.py:66(TimeitResult)
        1    0.000    0.000    0.000    0.000 expect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 expect.py:125(searcher_string)
        1    0.000    0.000    0.000    0.000 expect.py:220(searcher_re)
        1    0.000    0.000    0.000    0.000 expect.py:5(Expecter)
        1    0.000    0.000    0.001    0.001 extension.py:2(<module>)
        1    0.000    0.000    0.001    0.001 extension.py:24(ExtensionMagics)
        1    0.000    0.000    0.000    0.000 extensions.py:2(<module>)
        1    0.000    0.000    0.000    0.000 extensions.py:22(ExtensionManager)
        1    0.000    0.000    0.001    0.001 extras.py:10(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:1459(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 extras.py:1489(mr_class)
        1    0.000    0.000    0.000    0.000 extras.py:1507(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:217(_fromnxfunction)
       10    0.000    0.000    0.000    0.000 extras.py:237(__init__)
       10    0.000    0.000    0.000    0.000 extras.py:241(getdoc)
        1    0.000    0.000    0.000    0.000 extras.py:272(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 extras.py:290(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 extras.py:303(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 extras.py:328(_fromnxfunction_allargs)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.022    0.022 feedparser.py:20(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        2    0.000    0.000    0.000    0.000 file_io.py:1(<module>)
        1    0.000    0.000    0.000    0.000 file_io.py:17(FolderIO)
        1    0.000    0.000    0.000    0.000 file_io.py:25(FileIOFolderMixin)
        1    0.000    0.000    0.000    0.000 file_io.py:29(KnownContentFileIO)
        1    0.000    0.000    0.000    0.000 file_io.py:30(ZipFileIO)
        1    0.000    0.000    0.000    0.000 file_io.py:4(FileIO)
        1    0.000    0.000    0.000    0.000 file_io.py:43(FileIO)
